[2026-04-04T14:58:29.430Z] GET https://github.com/SmartForest-no/SegmentAnyTree/blob/main/Dockerfile → pending (?ms, ?B)
[2026-04-04T14:58:30.069Z] GET https://github.githubassets.com/assets/46287-a173e8d4423a732c.js → 200 (260ms, 36723B)
[2026-04-04T14:58:30.069Z] GET https://github.githubassets.com/assets/2498-7a413c8209222158.js → 200 (258ms, 9107B)
[2026-04-04T14:58:30.069Z] GET https://github.githubassets.com/assets/61025-40fd5e83cbe4bc66.js → 200 (261ms, 29586B)
[2026-04-04T14:58:30.069Z] GET https://github.githubassets.com/assets/89627-fbbd31c43d83e10c.js → 200 (260ms, 10745B)
[2026-04-04T14:58:30.069Z] GET https://github.githubassets.com/assets/49029-32f138b26aa15ad8.js → 200 (258ms, 11933B)
[2026-04-04T14:58:30.069Z] GET https://github.githubassets.com/assets/99328-5e06da57c4622e21.js → 200 (258ms, 7196B)
[2026-04-04T14:58:30.069Z] GET https://github.githubassets.com/assets/behaviors-9ddaeb4e06adcb60.js → 200 (263ms, 223125B)
[2026-04-04T14:58:30.069Z] GET https://github.githubassets.com/assets/react-core.d14f70276c05a07b.module.css → 200 (155ms, 446B)
[2026-04-04T14:58:30.069Z] GET https://github.githubassets.com/assets/4244-d5dcb589fae0ecbf.js → 200 (312ms, 11440B)
[2026-04-04T14:58:30.069Z] GET https://github.githubassets.com/assets/notifications-global-206312e9c9776c21.js → 200 (311ms, 10985B)
[2026-04-04T14:58:30.069Z] GET https://github.githubassets.com/assets/34140-bd56b738d77cb446.js → 200 (312ms, 9404B)
[2026-04-04T14:58:30.069Z] GET https://github.githubassets.com/assets/code-menu-34c67a8e6616ccae.js → 200 (311ms, 5791B)
[2026-04-04T14:58:30.069Z] GET https://github.githubassets.com/assets/primer-react-72d2ec7521017972.js → 200 (392ms, 641785B)
[2026-04-04T14:58:30.069Z] GET https://github.githubassets.com/assets/octicons-react-a181826f33dcd4d8.js → 200 (394ms, 431057B)
[2026-04-04T14:58:30.069Z] GET https://github.githubassets.com/assets/87376-a8280ed29a57d4c3.js → 200 (392ms, 40553B)
[2026-04-04T14:58:30.069Z] GET https://github.githubassets.com/assets/37869-a873e81f0fcb98e2.js → 200 (392ms, 32153B)
[2026-04-04T14:58:30.069Z] GET https://github.githubassets.com/assets/68751-fe5cb40b5547c377.js → 200 (392ms, 11881B)
[2026-04-04T14:58:30.069Z] GET https://github.githubassets.com/assets/7463-f34e26efc84a7578.js → 200 (393ms, 22452B)
[2026-04-04T14:58:30.069Z] GET https://github.githubassets.com/assets/15272-00d6ef52b0f88c77.js → 200 (393ms, 9661B)
[2026-04-04T14:58:30.069Z] GET https://github.githubassets.com/assets/32769-329cba91f224b6ee.js → 200 (393ms, 6532B)
[2026-04-04T14:58:30.070Z] GET https://github.githubassets.com/assets/46148-0e40187c0246d203.js → 200 (392ms, 14098B)
[2026-04-04T14:58:30.070Z] GET https://github.githubassets.com/assets/99849-920965235c8ccd0b.js → 200 (419ms, 145526B)
[2026-04-04T14:58:30.070Z] GET https://github.githubassets.com/assets/1364-fb34d7e0e3afce8e.js → 200 (392ms, 14062B)
[2026-04-04T14:58:30.070Z] GET https://github.githubassets.com/assets/73065-3db8391bce658e42.js → 200 (393ms, 10088B)
[2026-04-04T14:58:30.070Z] GET https://github.githubassets.com/assets/9521-91c5deeb12670dc8.js → 200 (393ms, 6408B)
[2026-04-04T14:58:30.070Z] GET https://github.githubassets.com/assets/63991-125a5c660965e63e.js → 200 (393ms, 7313B)
[2026-04-04T14:58:30.070Z] GET https://github.githubassets.com/assets/73022-ba0350cffceb8489.js → 200 (394ms, 28059B)
[2026-04-04T14:58:30.070Z] GET https://github.githubassets.com/assets/59852-ef8d9f97624f514a.js → 200 (393ms, 6816B)
[2026-04-04T14:58:30.070Z] GET https://github.githubassets.com/assets/3624-fff636468063d5b7.js → 200 (394ms, 26586B)
[2026-04-04T14:58:30.070Z] GET https://github.githubassets.com/assets/66231-1e6cc99727940110.js → 200 (394ms, 17294B)
[2026-04-04T14:58:30.070Z] GET https://github.githubassets.com/assets/36600-16cb2bc7b4c03552.js → 200 (394ms, 33228B)
[2026-04-04T14:58:30.070Z] GET https://github.githubassets.com/assets/33684-8c0b5018276812ee.js → 200 (394ms, 8404B)
[2026-04-04T14:58:30.070Z] GET https://github.githubassets.com/assets/18222-498ac30c45b2263a.js → 200 (398ms, 54941B)
[2026-04-04T14:58:30.070Z] GET https://github.githubassets.com/assets/96755-8619cf5f811a4353.js → 200 (394ms, 9556B)
[2026-04-04T14:58:30.070Z] GET https://github.githubassets.com/assets/4916-50f2539dc1c5e1ee.js → 200 (394ms, 5343B)
[2026-04-04T14:58:30.070Z] GET https://github.githubassets.com/assets/24787-791cfb59d6b5d03c.js → 200 (395ms, 9481B)
[2026-04-04T14:58:30.070Z] GET https://github.githubassets.com/assets/17363-9d3b6dc38025c8e2.js → 200 (395ms, 14645B)
[2026-04-04T14:58:30.070Z] GET https://github.githubassets.com/assets/1097-b805267515cb2087.js → 200 (395ms, 16917B)
[2026-04-04T14:58:30.070Z] GET https://github.githubassets.com/assets/13333-2a2decebccdb5c1f.js → 200 (395ms, 13017B)
[2026-04-04T14:58:30.070Z] GET https://github.githubassets.com/assets/5289-399a52981b09bfae.js → 200 (395ms, 15899B)
[2026-04-04T14:58:30.070Z] GET https://github.githubassets.com/assets/99008-71912f84c393e8a1.js → 200 (398ms, 10619B)
[2026-04-04T14:58:30.070Z] GET https://github.githubassets.com/assets/92141-d0d22dca59a46461.js → 200 (418ms, 19300B)
[2026-04-04T14:58:30.070Z] GET https://github.githubassets.com/assets/29621-58d7abba98d5889c.js → 200 (418ms, 14386B)
[2026-04-04T14:58:30.070Z] GET https://github.githubassets.com/assets/86923-89ea77ea52c74b25.js → 200 (419ms, 13798B)
[2026-04-04T14:58:30.070Z] GET https://github.githubassets.com/assets/49972-40a4b0a31a6433a6.js → 200 (419ms, 14398B)
[2026-04-04T14:58:30.070Z] GET https://github.githubassets.com/assets/42229-a1f7e8674f57cdd5.js → 200 (420ms, 76849B)
[2026-04-04T14:58:30.071Z] GET https://github.githubassets.com/assets/21384-c3ff75cb40bd8ccc.js → 200 (418ms, 34492B)
[2026-04-04T14:58:30.071Z] GET https://github.githubassets.com/assets/23317-cf160f1428d9be3f.js → 200 (419ms, 29425B)
[2026-04-04T14:58:30.071Z] GET https://github.githubassets.com/assets/50110-4385e3caef0c7e52.js → 200 (419ms, 13597B)
[2026-04-04T14:58:30.071Z] GET https://github.githubassets.com/assets/26497-3db8876731818fda.js → 200 (421ms, 92381B)
[2026-04-04T14:58:30.071Z] GET https://github.githubassets.com/assets/70198-f7f1df5503683a6b.js → 200 (422ms, 53091B)
[2026-04-04T14:58:30.071Z] GET https://github.githubassets.com/assets/45106-197ebc11e66a756f.js → 200 (419ms, 15992B)
[2026-04-04T14:58:30.071Z] GET https://github.githubassets.com/assets/43690-54c7c87921b42753.js → 200 (425ms, 243725B)
[2026-04-04T14:58:30.071Z] GET https://github.githubassets.com/assets/code-view-90c1afdaca2ddc79.js → 200 (425ms, 157603B)
[2026-04-04T14:58:30.071Z] GET https://github.githubassets.com/assets/primer-react-css.f296da2f85469022.module.css → 200 (153ms, 277208B)
[2026-04-04T14:58:30.071Z] GET https://github.githubassets.com/assets/92141.14f67539e616d3dd.module.css → 200 (174ms, 9294B)
[2026-04-04T14:58:30.071Z] GET https://github.githubassets.com/assets/70198.c01a66b33162633c.module.css → 200 (174ms, 18962B)
[2026-04-04T14:58:30.071Z] GET https://github.githubassets.com/assets/43690.58a5ccc272fc394d.module.css → 200 (136ms, 55381B)
[2026-04-04T14:58:30.071Z] GET https://github.githubassets.com/assets/code-view.35bc9ef239949c59.module.css → 200 (136ms, 21070B)
[2026-04-04T14:58:30.071Z] GET https://github.githubassets.com/assets/75999-af2e3ea53e208314.js → 200 (422ms, 17151B)
[2026-04-04T14:58:30.071Z] GET https://github.githubassets.com/assets/42656-94271233114fb826.js → 200 (422ms, 8686B)
[2026-04-04T14:58:30.071Z] GET https://github.githubassets.com/assets/notifications-subscriptions-menu-2037df81bb0fb115.js → 200 (422ms, 6701B)
[2026-04-04T14:58:30.071Z] GET https://github.githubassets.com/assets/notifications-subscriptions-menu.d14124df928c0132.module.css → 200 (136ms, 2939B)
[2026-04-04T14:58:30.097Z] GET https://github.githubassets.com/assets/keyboard-shortcuts-dialog.f581ff34f52b4167.module.css → 200 (86ms, 331B)
[2026-04-04T14:58:30.097Z] GET https://github.githubassets.com/assets/46752-46c707717fcbe6a9.js → 200 (399ms, 69801B)
[2026-04-04T14:58:30.097Z] GET https://github.githubassets.com/assets/86735-f3e914a229b8e278.js → 200 (396ms, 10376B)
[2026-04-04T14:58:30.097Z] GET https://github.githubassets.com/assets/sessions-2f8b9c6ac9ed412d.js → 200 (397ms, 15445B)
[2026-04-04T14:58:30.101Z] GET https://github.githubassets.com/assets/marketing-navigation.5b4138cab2f44179.module.css → 200 (82ms, 10698B)
[2026-04-04T14:58:30.417Z] GET https://github.githubassets.com/assets/chunk-51591-1317e890ac47146b.js → 200 (151ms, 17786B)
[2026-04-04T14:58:30.417Z] GET https://github.githubassets.com/assets/chunk-34877-fdaec2d7ab775509.js → 200 (151ms, 831B)
[2026-04-04T14:58:30.417Z] GET https://github.githubassets.com/assets/chunk-36423-7610f7b55bc7f34d.js → 200 (151ms, 11314B)
[2026-04-04T14:58:30.417Z] GET https://github.githubassets.com/assets/62758-90f5c6b8a7745117.js → 200 (151ms, 14671B)
[2026-04-04T14:58:30.417Z] GET https://github.githubassets.com/assets/chunk-82097-6038f37a0b084c85.js → 200 (151ms, 8842B)
[2026-04-04T14:58:30.417Z] GET https://github.githubassets.com/assets/2694-eb7c55471169d0e6.js → 200 (152ms, 24001B)
[2026-04-04T14:58:30.417Z] GET https://github.githubassets.com/assets/chunk-23482-b4ecd06fede12e66.js → 200 (152ms, 12159B)
[2026-04-04T14:58:30.417Z] GET https://github.githubassets.com/assets/chunk-57335-95eca4aef7d7626c.js → 200 (152ms, 54395B)
[2026-04-04T14:58:30.417Z] GET https://github.githubassets.com/assets/55077-5c9ca4985817e0f1.js → 200 (152ms, 32175B)
[2026-04-04T14:58:30.417Z] GET https://github.githubassets.com/assets/chunk-78326-75c5610d70c5d5ec.js → 200 (152ms, 362B)
[2026-04-04T14:58:30.417Z] GET https://github.githubassets.com/assets/chunk-50050-27220c8ab6a21ca6.js → 200 (150ms, 678B)
[2026-04-04T14:58:30.417Z] GET https://github.githubassets.com/assets/chunk-54704-99dfdb910e72ad04.js → 200 (152ms, 7469B)
[2026-04-04T14:58:30.417Z] GET https://github.githubassets.com/assets/chunk-69038-ede883175639abbd.js → 200 (150ms, 573B)
[2026-04-04T14:58:30.417Z] GET https://github.githubassets.com/assets/3612-2ae11a4cd2d8e228.js → 200 (151ms, 9880B)
[2026-04-04T14:58:30.417Z] GET https://github.githubassets.com/assets/36302-266475991428a1b7.js → 200 (152ms, 9575B)
[2026-04-04T14:58:30.417Z] GET https://github.githubassets.com/assets/38963.f70dfea92b138b01.module.css → 200 (41ms, 311B)
[2026-04-04T14:58:30.417Z] GET https://github.githubassets.com/assets/71236-ed1398bff632952c.js → 200 (153ms, 11429B)
[2026-04-04T14:58:30.417Z] GET https://github.githubassets.com/assets/28174-86d8b64c92c04430.js → 200 (153ms, 85268B)
[2026-04-04T14:58:30.417Z] GET https://github.githubassets.com/assets/86361-6b377f3dc9565471.js → 200 (153ms, 17891B)
[2026-04-04T14:58:30.418Z] GET https://github.githubassets.com/assets/70168.374ce4e648336309.module.css → 200 (40ms, 10683B)
[2026-04-04T14:58:30.457Z] GET https://github.githubassets.com/assets/chunk-81053-ad578dfd0f4b86f1.js → 200 (120ms, 54023B)
[2026-04-04T14:58:30.488Z] GET https://github.githubassets.com/assets/chunk-46661-ffaf826ae5730065.js → 200 (89ms, 10201B)
[2026-04-04T14:58:30.553Z] GET https://github.com/SmartForest-no/SegmentAnyTree/deferred-metadata/main/Dockerfile → pending (?ms, ?B)
[2026-04-04T14:58:30.553Z] GET https://github.com/SmartForest-no/SegmentAnyTree/latest-commit/main/Dockerfile → pending (?ms, ?B)
[2026-04-04T14:58:30.686Z] GET https://github.com/SmartForest-no/SegmentAnyTree/refs?type=branch → pending (?ms, ?B)
[2026-04-04T14:58:30.686Z] GET https://github.com/SmartForest-no/SegmentAnyTree/refs?type=branch → pending (?ms, ?B)
[2026-04-04T14:58:30.686Z] POST https://collector.github.com/github/collect → pending (?ms, ?B)
[2026-04-04T14:58:30.687Z] GET https://github.com/SmartForest-no/SegmentAnyTree/refs?type=branch → pending (?ms, ?B)
[2026-04-04T14:58:30.784Z] GET https://avatars.githubusercontent.com/u/28609328?v=4&size=40 → 200 (109ms, 1221B)
[2026-04-04T14:58:30.816Z] GET https://github.githubassets.com/assets/appearance-settings.6f14ff9973550c9e.module.css → 200 (44ms, 5899B)
[2026-04-04T14:58:30.818Z] GET https://github.githubassets.com/assets/chunk-85825-b95e00c532a6f285.js → 200 (42ms, 43838B)
[2026-04-04T14:58:30.859Z] GET https://github.githubassets.com/assets/53160-2302d0b8388192b0.js → 200 (2ms, 15507B)
[2026-04-04T14:58:30.860Z] GET https://github.githubassets.com/assets/37160-72dc5a515abc7d3b.js → 200 (?ms, 10415B)
[2026-04-04T14:58:30.860Z] GET https://github.githubassets.com/assets/71849.38231ebf5311d902.module.css → 200 (?ms, 5885B)
[2026-04-04T14:58:30.943Z] POST https://collector.github.com/github/collect → 204 (72ms, ?B)
[2026-04-04T14:58:30.948Z] GET https://github.githubassets.com/assets/61975.bf2bb705802183ac.module.css → 200 (34ms, 1372B)
[2026-04-04T14:58:30.948Z] GET https://github.githubassets.com/assets/chunk-61975-77ccc5aab483e9dd.js → 200 (34ms, 3878B)
[2026-04-04T14:58:30.948Z] POST https://api.github.com/_private/browser/stats → 200 (238ms, ?B)
[2026-04-04T14:58:30.949Z] POST https://collector.github.com/github/collect → 204 (66ms, ?B)
[2026-04-04T14:58:35.951Z] POST https://collector.github.com/github/collect → 204 (50ms, ?B)
[2026-04-04T14:58:40.497Z] GET https://github.com/SmartForest-no/SegmentAnyTree/blob/main/Dockerfile_cuda11.8 → pending (?ms, ?B)
[2026-04-04T14:58:40.794Z] GET https://github.githubassets.com/assets/light-0c8222dcd7a4f9b7.css → 200 (?ms, 76775B)
[2026-04-04T14:58:40.794Z] GET https://github.githubassets.com/assets/light_high_contrast-51c0c6e0c085cc0f.css → 200 (?ms, 77397B)
[2026-04-04T14:58:40.794Z] GET https://github.githubassets.com/assets/dark-fc6eec18532c3ae0.css → 200 (?ms, 76607B)
[2026-04-04T14:58:40.794Z] GET https://github.githubassets.com/assets/dark_high_contrast-96d7b2bab5a6ae4e.css → 200 (?ms, 77291B)
[2026-04-04T14:58:40.794Z] GET https://github.githubassets.com/assets/primer-primitives-10bf9dd67e3d70bd.css → 200 (1ms, 10084B)
[2026-04-04T14:58:40.795Z] GET https://github.githubassets.com/assets/primer-0fcd9af82350aeda.css → 200 (?ms, 412867B)
[2026-04-04T14:58:40.795Z] GET https://github.githubassets.com/assets/global-0bd78641c0a1f3e0.css → 200 (?ms, 299811B)
[2026-04-04T14:58:40.795Z] GET https://github.githubassets.com/assets/github-c94ab8d1f22049a8.css → 200 (?ms, 156676B)
[2026-04-04T14:58:40.795Z] GET https://github.githubassets.com/assets/repository-6ec84ae2261fecf8.css → 200 (?ms, 31098B)
[2026-04-04T14:58:40.795Z] GET https://github.githubassets.com/assets/code-2d31826944fd3be8.css → 200 (?ms, 32359B)
[2026-04-04T14:58:40.796Z] GET https://github.githubassets.com/assets/high-contrast-cookie-fed1d93364101384.js → 200 (?ms, 1298B)
[2026-04-04T14:58:40.796Z] GET https://github.githubassets.com/assets/wp-runtime-67a34eab15460b9b.js → 200 (?ms, 48464B)
[2026-04-04T14:58:40.796Z] GET https://github.githubassets.com/assets/fetch-utilities-78a4114cfa572239.js → 200 (?ms, 7347B)
[2026-04-04T14:58:40.796Z] GET https://github.githubassets.com/assets/85924-e131bec5f99667e1.js → 200 (?ms, 13471B)
[2026-04-04T14:58:40.796Z] GET https://github.githubassets.com/assets/28839-734cb6d8a7150172.js → 200 (?ms, 19836B)
[2026-04-04T14:58:40.796Z] GET https://github.githubassets.com/assets/34646-edd5528648c197b1.js → 200 (?ms, 16421B)
[2026-04-04T14:58:40.796Z] GET https://github.githubassets.com/assets/environment-51c0968cf21c176d.js → 200 (?ms, 20174B)
[2026-04-04T14:58:40.797Z] GET https://github.githubassets.com/assets/runtime-helpers-3bb6f7d6b7a2f531.js → 200 (?ms, 2746B)
[2026-04-04T14:58:40.797Z] GET https://github.githubassets.com/assets/2966-f6796bfd155feae1.js → 200 (?ms, 20266B)
[2026-04-04T14:58:40.797Z] GET https://github.githubassets.com/assets/96232-69d46a31854353d4.js → 200 (?ms, 9639B)
[2026-04-04T14:58:40.797Z] GET https://github.githubassets.com/assets/41013-7a6deee6d6ff15eb.js → 200 (1ms, 17171B)
[2026-04-04T14:58:40.798Z] GET https://github.githubassets.com/assets/51210-3abb7238871a5b29.js → 200 (?ms, 14052B)
[2026-04-04T14:58:40.798Z] GET https://github.githubassets.com/assets/64247-7de91c52a8aca0eb.js → 200 (?ms, 25295B)
[2026-04-04T14:58:40.798Z] GET https://github.githubassets.com/assets/31721-17b28a26ab4c2e02.js → 200 (?ms, 17002B)
[2026-04-04T14:58:40.798Z] GET https://github.githubassets.com/assets/46740-6606b1026a237412.js → 200 (?ms, 12298B)
[2026-04-04T14:58:40.798Z] GET https://github.githubassets.com/assets/39130-334926c8365e947c.js → 200 (1ms, 157686B)
[2026-04-04T14:58:40.799Z] GET https://github.githubassets.com/assets/github-elements-459d4cd7a0f718d7.js → 200 (?ms, 30666B)
[2026-04-04T14:58:40.799Z] GET https://github.githubassets.com/assets/element-registry-8f2ee807900dbb63.js → 200 (?ms, 79744B)
[2026-04-04T14:58:40.799Z] GET https://github.githubassets.com/assets/react-core-2e47687b4310af0f.js → 200 (?ms, 186706B)
[2026-04-04T14:58:40.799Z] GET https://github.githubassets.com/assets/react-lib-a4cf89fce9a1300a.js → 200 (?ms, 382362B)
[2026-04-04T14:58:40.799Z] GET https://github.githubassets.com/assets/7053-fe40037405b8998b.js → 200 (?ms, 8763B)
[2026-04-04T14:58:40.800Z] GET https://github.githubassets.com/assets/79039-2565b539a6ebc09b.js → 200 (?ms, 16419B)
[2026-04-04T14:58:40.800Z] GET https://github.githubassets.com/assets/61110-93cf7706e5dc8bfa.js → 200 (?ms, 9977B)
[2026-04-04T14:58:40.800Z] GET https://github.githubassets.com/assets/2887-47ac9a4b8862e6bf.js → 200 (?ms, 4925B)
[2026-04-04T14:58:40.800Z] GET https://github.githubassets.com/assets/26533-4df1172b25427069.js → 200 (1ms, 74986B)
[2026-04-04T14:58:40.801Z] GET https://github.githubassets.com/assets/66385-9fabdb6ffe6a94cf.js → 200 (?ms, 17581B)
[2026-04-04T14:58:40.801Z] GET https://github.githubassets.com/assets/93716-c0d708c7899c4298.js → 200 (?ms, 42423B)
[2026-04-04T14:58:40.801Z] GET https://github.githubassets.com/assets/60481-1a8127058c27e9af.js → 200 (?ms, 8221B)
[2026-04-04T14:58:40.801Z] GET https://github.githubassets.com/assets/46287-a173e8d4423a732c.js → 200 (?ms, 36723B)
[2026-04-04T14:58:40.801Z] GET https://github.githubassets.com/assets/2498-7a413c8209222158.js → 200 (?ms, 9107B)
[2026-04-04T14:58:40.802Z] GET https://github.githubassets.com/assets/61025-40fd5e83cbe4bc66.js → 200 (?ms, 29586B)
[2026-04-04T14:58:40.802Z] GET https://github.githubassets.com/assets/89627-fbbd31c43d83e10c.js → 200 (?ms, 10745B)
[2026-04-04T14:58:40.802Z] GET https://github.githubassets.com/assets/49029-32f138b26aa15ad8.js → 200 (?ms, 11933B)
[2026-04-04T14:58:40.802Z] GET https://github.githubassets.com/assets/99328-5e06da57c4622e21.js → 200 (?ms, 7196B)
[2026-04-04T14:58:40.802Z] GET https://github.githubassets.com/assets/behaviors-9ddaeb4e06adcb60.js → 200 (?ms, 223125B)
[2026-04-04T14:58:40.802Z] GET https://github.githubassets.com/assets/react-core.d14f70276c05a07b.module.css → 200 (?ms, 446B)
[2026-04-04T14:58:40.802Z] GET https://github.githubassets.com/assets/4244-d5dcb589fae0ecbf.js → 200 (?ms, 11440B)
[2026-04-04T14:58:40.803Z] GET https://github.githubassets.com/assets/notifications-global-206312e9c9776c21.js → 200 (2ms, 10985B)
[2026-04-04T14:58:40.805Z] GET https://github.githubassets.com/assets/34140-bd56b738d77cb446.js → 200 (?ms, 9404B)
[2026-04-04T14:58:40.805Z] GET https://github.githubassets.com/assets/code-menu-34c67a8e6616ccae.js → 200 (?ms, 5791B)
[2026-04-04T14:58:40.805Z] GET https://github.githubassets.com/assets/primer-react-72d2ec7521017972.js → 200 (?ms, 641785B)
[2026-04-04T14:58:40.806Z] GET https://github.githubassets.com/assets/octicons-react-a181826f33dcd4d8.js → 200 (?ms, 431057B)
[2026-04-04T14:58:40.806Z] GET https://github.githubassets.com/assets/87376-a8280ed29a57d4c3.js → 200 (?ms, 40553B)
[2026-04-04T14:58:40.806Z] GET https://github.githubassets.com/assets/37869-a873e81f0fcb98e2.js → 200 (?ms, 32153B)
[2026-04-04T14:58:40.806Z] GET https://github.githubassets.com/assets/68751-fe5cb40b5547c377.js → 200 (?ms, 11881B)
[2026-04-04T14:58:40.806Z] GET https://github.githubassets.com/assets/7463-f34e26efc84a7578.js → 200 (?ms, 22452B)
[2026-04-04T14:58:40.806Z] GET https://github.githubassets.com/assets/15272-00d6ef52b0f88c77.js → 200 (1ms, 9661B)
[2026-04-04T14:58:40.807Z] GET https://github.githubassets.com/assets/32769-329cba91f224b6ee.js → 200 (?ms, 6532B)
[2026-04-04T14:58:40.807Z] GET https://github.githubassets.com/assets/46148-0e40187c0246d203.js → 200 (?ms, 14098B)
[2026-04-04T14:58:40.807Z] GET https://github.githubassets.com/assets/99849-920965235c8ccd0b.js → 200 (?ms, 145526B)
[2026-04-04T14:58:40.808Z] GET https://github.githubassets.com/assets/1364-fb34d7e0e3afce8e.js → 200 (?ms, 14062B)
[2026-04-04T14:58:40.808Z] GET https://github.githubassets.com/assets/73065-3db8391bce658e42.js → 200 (?ms, 10088B)
[2026-04-04T14:58:40.808Z] GET https://github.githubassets.com/assets/9521-91c5deeb12670dc8.js → 200 (?ms, 6408B)
[2026-04-04T14:58:40.808Z] GET https://github.githubassets.com/assets/63991-125a5c660965e63e.js → 200 (?ms, 7313B)
